14 63 13 51 7 1012 70 4	14 120 399 63 4
17 27 1870 28 8 25 8 260 17 4	8 20 1650 201 7 57 4
15 8 286 271 16 6 604 10	8 780 11 512 385 15 36
29 66 292 7 2642 3 124 478 3 33 581 4	16 66 2863 1646 31 16 77 6 3 3 11 523 513 4
688 5 66 44 108 14 4	1415 5 105 22 136 14 4
5 27 177 7 89 4	5 324 297 7 4
5 287 5 27 232 17 32 175 4	5 165 5 12 2517 8 24 6 23 6 4
21 18 14 18 932 275 4	13 12 14 6 347 4
24 11 32 182 4	34 12 8 6 133 4
20 111 86 101 177 106 151 4	5 110 200 1439 449 152 4
5 40 2100 28 31 14 37 4	5 20 1671 14 316 23 6 4
12 1145 71 1613 993 41 3 4	3 153 68 1709 425 695 7 4
20 111 11 16 6 518 4	5 289 11 1190 4
14 163 12 110 233 4	14 24 9 43 124 4
5 37 13 75 32 222 4	5 37 85 475 8 6 192 4
12 238 447 4	9 30 546 4
309 11 33 4	572 1442 7 4
8 66 38 115 775 4	8 66 41 144 551 4
15 8 22 9 3 2255 10	132 19 3 3 15 10
21 2306 74 6 119 71 6 639 4	13 68 505 3 7 75 4
29 113 104 115 302 4	16 71 3244 241 4
12 47 38 35 101 118 4	9 81 43 231 4
172 15 8 48 80 54 47 779 10 173 172 35 3 24 507 4 173	8 27 29 21 56 45 15 10 254 2440 1610 4
21 440 45 69 375 162 4	13 112 11 189 860 1006 203 7 4
114 37 13 8 280 61 33 1533 10	8 69 3 1236 1306 10
57 372 4	48 400 4
5 15 13 48 31 8 758 4	5 18 319 8 21 338 4
5 98 16 539 4	5 641 479 7 4
14 730 73 13 15 135 25 704 4	14 74 94 23 3 4
21 664 61 6 3090 7 150 3 4	13 3 23 3 4
5 40 253 9 94 69 928 4	5 117 269 277 3 6 114 4
320 18 3043 35 6 189 4	131 11 1404 4
5 287 8 110 38 522 158 328 25 266 3 4	5 165 49 256 3 170 3144 8 47 1096 7 4
29 113 62 3 4	16 71 547 2461 4
12 510 9 223 4	9 2445 7 4
12 283 9 149 69 865 3003 4	9 27 97 1193 3 4
5 48 87 21 11 4	5 27 13 11 139 4
20 824 156 23 62 1689 4	5 1389 1004 5 277 3 4
25 677 2998 3 16 3 1764 4	34 445 1431 23 1737 3394 6 1282 4
5 55 229 8 61 118 169 4	81 171 84 119 902 8 4
30 8 265 8 15 13 51 7 429 33 17 10	8 295 8 120 398 11 57 1153 15 10
79 16 4	527 4
3 11 6 3 28 6 1346 3 4	3 12 748 6 3 4
15 13 83 14 197 4	175 40 14 108 7 4
21 11 143 162 503 97 8 4	13 89 8 170 1764 4
5 72 259 506 25 4	5 96 2035 115 7 4
87 45 18 9 47 26 45 18 9 175 4	3 4
24 11 20 401 4	34 12 5 6 488 4
21 99 6 294 491 188 4	13 422 605 7 930 6 345 7 4
5 715 1681 35 557 252 4	5 11 3 3638 4
5 15 13 93 116 672 114 5 22 7 1319 4	5 37 265 102 955 711 6 659 4
29 64 67 2359 4	16 42 665 4
8 113 9 473 3 7 198 25 94 4	8 269 61 219 71 1160 1164 3 4
5 22 1050 1006 50 1192 4	5 19 3 329 739 4
21 392 158 6 159 4	13 412 91 156 4
5 15 13 36 414 4	5 18 30 185 4
5 167 6 879 158 324 4	3 3 642 4
5 51 7 180 16 9 560 527 6 783 4	5 32 112 11 613 353 6 3 4
12 11 3508 16 1261 591 4	9 1338 3 4
11 24 32 496 10	95 8 6 2987 10
8 3021 23 19 32 201 4	8 40 5 1180 8 6 329 4
158 882 26 21 2091 6 347 4	340 128 13 1670 7 317 4
52 123 129 42 15 25 10	19 149 1664 23 10
6 391 1759 49 19 3 4	336 3 9 3587 4
8 77 127 177 4	8 315 297 4
29 72 86 7 15 135 69 24 207 183 4	16 41 755 853 34 73 4
6 279 3018 20 1893 4	204 737 7 5 6 2128 4
8 15 13 22 7 75 61 288 4	8 477 655 4
15 13 526 554 11 344 28 32 600 4	76 589 1102 39 8 6 325 2301 4
29 30 65 205 4	16 12 33 106 4
21 238 1093 4	13 30 1483 3010 4
96 479 214 143 1530 10	72 146 7 3 354 10
45 18 448 60 4	79 573 4
88 8 244 10	62 897 11 282 15 10
5 40 39 218 19 146 4	5 21 28 1946 4
405 2547 68 143 3 155 4	1236 3 3 676 4
14 11 13 232 31 12 18 1128 7 38 232 4	14 37 19 23 9 105 23 6 67 4
5 40 33 20 175 7 6 314 139 91 4	5 11 3219 299 6 789 4
21 86 33 6 2252 35 3 4	13 11 3 3 7 153 3276 4
37 8 286 292 10	8 2035 15 10
2481 30 16 1532 91 4	93 12 2235 6 1425 4
5 193 9 103 176 106 236 4	1718 5 1860 7 262 6 1106 4
5 22 7 90 20 784 132 405 464 4	5 436 1236 229 3 230 3 4
153 17 7 23 26 57 4	48 31 1893 5 4
24 784 47 150 8 224 126 4	3 40 8 3 211 4
83 18 233 419 17 1796 681 4	16 124 826 731 99 4
24 94 11 547 4	330 12 8 6 4
6 519 130 1260 27 3808 16 2584 4	1424 6 1013 12 3670 3 4
54 55 83 95 48 31 1144 4	29 43 40 16 27 125 7 21 4
5 260 8 26 37 13 5 10	5 201 8 7 17 42 376 10
15 13 160 6 3 166 6 771 4	76 31 3 4
45 18 194 65 33 986 4	328 46 37 19 21 2691 4
29 1371 61 53 288 16 975 7 93 6 3 4	16 3180 1156 1052 224 3 4
52 15 8 48 10	5 100 27 10
29 30 480 9 795 217 69 32 1076 4	16 11 3404 153 931 8 6 2003 4
24 11 13 9 3 377 4	34 55 3 6 3 4
29 22 7 254 74 87 14 11 4	16 90 3 14 11 139 4
20 154 210 23 9 1983 4	2710 3 7 3 401 4
5 15 13 36 328 1025 4	5 18 30 49 1150 7 4
12 360 16 9 371 19 3 4	9 112 11 26 3 374 154 4
21 584 61 177 33 355 3 4	13 436 392 171 1439 327 4
588 49 4	836 9 4
15 8 22 116 357 96 73 15 24 10	8 165 705 12 72 1201 6 10
17 18 92 9 134 810 4	34 12 3079 3 6 772 4
8 110 126 15 56 6 279 1651 8 4	8 169 3 204 6 288 23 4
59 8 113 7 15 11 109 831 60 4	8 41 23 6 233 431 284 4
8 148 127 190 32 511 577 4	8 66 195 40 389 470 1028 4
54 208 33 6 246 700 19 6 646 4	29 112 11 584 885 4
5 72 206 1597 41 14 4	5 39 14 399 7 724 4
17 18 59 20 1211 4	28 12 5 6 221 4
37 8 131 35 101 166 8 195 60 10	8 35 321 231 3 7 15 10
12 18 155 162 503 97 21 11 4	9 89 13 170 2001 4
31 30 8 82 7 15 137 10	8 64 41 23 21 36
5 110 36 7 150 9 229 7 557 26 228 4 6 556 11 3 4	5 101 3303 296 45 135 491 17 852 12 3 3757 3 4
80 6 1315 138 74 26 14 3255 9 3 4	3 7 17 14 3 7 2903 4
25 18 237 4	34 176 248 4
80 30 8 82 7 733 554 10	8 1515 41 1744 36
63 21 36 1093 10	13 30 1483 3010 15 10
6 2422 63 13 3 3753 4	1900 3 18 1473 4
65 994 4 8 55 113 17 4	1203 1093 3 4 8 43 71 57 4
12 18 16 1535 19 6 2021 4	9 1182 25 2361 4
5 98 9 3 19 3 4	5 12 3 6 3 4
237 11 257 4	248 12 646 6 4
5 78 13 254 20 430 4	5 179 416 5 6 673 4
5 72 440 60 434 5 27 9 248 4	5 209 26 298 193 6 56 47 112 11 79 4
63 14 22 7 38 45 10	14 90 11 189 15 10
73 8 346 3 24 10	8 559 446 15 10
6 1363 46 39 2723 284 4	1772 167 3 4
102 3 3 795 3157 16 3825 4	421 3 3 154 1198 7 1030 6 2829 4
35 1438 128 23 87 8 77 82 4	1434 70 16 8 41 22 139 4
12 2168 3 6 347 4	9 1023 46 7 317 4
12 18 136 16 612 4	9 3 34 1469 4
81 8 90 9 409 19 95 10	62 53 1099 65 16 1969 415 1643 15 10
17 18 82 7 277 4	689 963 226 7 4
159 1866 33 202 348 28 323 26 2434 50 3767 4	91 156 6 3 701 6 12 29 6 273 4
20 111 3580 16 9 936 3 50 195 16 220 4	5 289 259 7 2251 3 495 59 7 2523 4
5 22 194 7 15 41 25 2992 4	25 3699 44 5 127 997 28 42 4
144 5 79 50 93 8 91 10	549 11 52 35 222 8 15 10
24 11 9 53 257 1095 4	95 1642 80 646 6 267 4
12 11 39 849 16 1609 35 59 4	9 39 1563 127 92 18 779 4
59 3 122	48 3 78
12 914 3 670 28 24 94 4	3571 7 1534 660 83 330 4
29 212 123 2491 16 6 3700 4	16 11 2298 154 224 7 3 4
21 11 977 33 6 1477 4	13 431 359 2148 4
6 94 27 2592 16 3 4	34 219 2802 129 3 203 4
57 565 6 189 4	2526 2527 4
8 30 3577 28 6 196 4	8 20 667 563 50 4
5 55 38 45 139 199 4	3146 45 189 4
5 48 6 350 4	5 27 377 4
190 605 122	470 633 78
21 18 1534 685 1526 585 4	13 3140 37 75 17 92 18 3 4
9 373 556 19 285 30 2592 132 209 4	1432 28 19 1160 2071 2802 4
14 11 849 16 3 4	14 39 3660 779 4
42 8 128 23 52 7 75 7 6 187 252 10	8 52 70 5 41 100 22 172 349 15 36
14 163 12 110 76 69 20 3 4	14 24 9 43 404 5 6 73 4
52 145 11 32 354 10	8 303 1326 36
8 110 126 44 16 322 4	8 169 3207 4
114 15 13 8 79 558 95 10	164 8 18 1741 16 10
8 42 79 16 4	8 52 527 4
12 618 43 4 21 618 49 26 117 4	9 212 13 4 13 92 3 4
17 535 38 9 1493 4	34 74 12 637 1378 4
24 144 90 9 297 4	2172 267 86 4
12 11 6 3607 19 6 3 2021 4	9 12 3 3651 6 3 4
8 77 117 3 69 251 4	8 39 21 28 184 935 7 4
15 8 36 3 18 342 10	8 30 3 6 312 15 10
15 8 231 23 10	8 148 5 15 10
701 102 11 24 10	704 421 12 72 6 36
20 509 11 218 7 290 20 136 102 4	5 6 514 583 411 5 6 735 4
190 152 355 387 4	31 121 392 1681 587 4
14 11 120 3 4	3 19 449 3 4
214 1093 30 53 3215 4	155 1916 3 4
160 6 2042 186 3 200 4	31 951 3 3 141 4
190 32 1023 168 4	8 260 3 1806 4
5 15 13 204 116 184 4	5 127 177 28 18 319 4
9 796 814 27 1517 28 6 102 395 4	1319 6 3 39 1979 19 1167 4
5 55 38 643 8 4	84 118 45 8 4
6 179 248 11 218 19 6 502 4	3 193 537 1144 4
29 47 180 60 419 355 4	526 207 16 1175 198 11 79 4
5 40 39 849 4	5 18 779 4
5 55 333 7 8 183 4	84 1034 146 1705 8 4
45 11 179 200 16 6 1650 4	25 1583 1595 322 562 4
5 2694 14 20 431 4	5 31 5 6 561 732 7 14 4
6 3423 3 16 6 102 11 522 4	421 3 12 1044 6 4
6 677 3 6 314 4	445 961 7 299 4
60 29 30 122	16 45 7 78
14 174 23 7 128 8 12 37 13 249 33 82 7 235 41 8 4	14 40 5 70 8 9 42 264 44 8 158 22 194 4
5 15 13 48 146 69 202 249 4	5 39 29 6 264 123 1069 1195 4
5 22 7 44 7 278 4	955 859 7 4
5 15 13 319 84 8 632 23 170 39 4	5 18 1365 8 410 725 5 4
25 18 109 32 1781 4	34 233 3 2080 4
17 18 2445 25 12 37 146 240 4	9 346 37 19 23 221 130 4
54 203 9 486 19 1557 4	29 83 7 3308 2962 4
14 18 1679 4	14 11 361 4
14 63 13 22 58 4	14 42 86 4
5 15 13 113 32 108 4	5 18 71 8 6 186 4
31 30 8 82 7 15 304 10	8 254 41 23 21 36
106 209 26 12 648 155 806 35 2002 4	360 9 11 3 2864 7 443 205 4
15 8 36 3 10	8 30 3 312 15 10
6 103 158 118 11 14 18 726 4	128 689 12 14 6 566 4
24 11 6 58 12 3 3 4	9 25 56 105 45 7 4
12 3 396 7 232 194 4	9 144 559 50 311 55 3 4
12 78 13 108 8 4	9 88 136 8 4
45 30 9 149 19 3652 16 393 4	356 19 97 435 4
191 9 345 129 1486 23 4	525 140 38 397 5 4
31 88 8 61 7 106 151 10	8 82 274 2285 36
20 111 636 2048 106 394 4	5 110 1084 205 104 2366 4
15 8 51 116 19 214 285 10	8 41 155 114 141 6 102 277 15 10
562 4	85 145 4
334 23 365 2372 4	107 65 5 3 3 4
15 13 178 168 33 581 4	76 2455 523 4
15 8 51 7 75 104 309 10	8 32 49 211 604 15 10
5 22 13 272 43 434 564 4	5 68 61 182 524 47 37 19 916 13 4
96 37 8 147 41 10	8 44 72 260 173 10
52 145 30 8 10	8 1326 36
5 40 960 69 8 4	5 69 8 3 4
14 734 406 4	3 7 77 4
29 1330 438 16 6 518 4	16 11 1190 3 4
17 11 39 332 7 187 650 4	3294 133 12 18 242 6 4
37 5 197 20 745 60 10	5 31 1881 2444 11 79 7 15 10
22 8 260 32 854 284 10	8 201 8 6 1249 7 15 10
5 81 335 59 6 450 4	188 331 134 6 73 4
589 33 32 139 700 4	1205 11 8 3003 4
14 18 222 27 33 6 893 4	14 6 192 11 1672 1673 4
8 30 109 640 25 4	8 233 24 24 2080 4
5 51 7 44 41 8 4	5 32 44 8 158 22 4
42 8 153 23 104 119 10	8 1936 5 140 75 15 10
14 238 23 6 420 4	109 157 30 5 4
104 1260 11 160 512 41 3 4	140 1013 12 122 3 3 11 158 4
15 13 416 32 346 4	76 476 8 6 3134 4
22 8 234 71 14 10	14 189 19 942 150 8 15 10
15 13 2415 35 581 4	175 1105 145 523 54 4
37 12 3 7 8 10	9 237 8 3097 7 15 10
5 178 786 7 643 8 188 4	5 535 143 786 118 45 8 4
29 55 736 41 17 118 4	16 81 368 57 4
24 748 11 2617 35 24 592 4	79 12 1786 2848 6 183 4
8 66 38 65 7 32 1941 4	8 66 39 1157 2060 4
12 86 1269 7 6 136 175 19 519 4	9 2385 7 190 6 248 653 4
5 51 135 223 7 312 91 4	3 11 220 426 6 98 4
25 18 6 638 33 261 12 2343 34 3 4	61 176 3633 9 1990 146 1170 6 504 4
6 653 142 46 67 2923 4	1843 1069 2271 4
8 15 13 113 7 505 4	8 477 3204 4
14 1602 16 3 4	14 3 153 1105 145 4
29 37 13 75 62 2806 4	16 42 568 150 711 4
24 11 39 2654 4	25 2995 4
5 55 2319 8 7 1372 4	84 48 8 49 1464 4
5 76 29 77 16 539 4	5 138 16 19 414 4
5 55 79 50 93 8 85 19 214 330 4	155 689 84 1574 262 1741 8 6 4
22 8 165 39 264 2205 28 20 1153 10	8 167 42 69 5 6 488 2481 3 15 10
14 27 6 220 7 779 50 6 106 7 197 4	14 3349 35 17 3 4
21 1550 43 942 4	13 520 787 1107 4
5 86 206 16 6 2153 4	5 11 2590 154 1101 7 4
5 48 25 12 27 244 4	5 27 9 282 4
15 8 36 7 312 525 10	8 30 3 15 10
1825 122	3 78
5 203 17 28 69 1950 454 4	1619 1558 362 83 6 4
34 3 30 127 126 97 381 26 358 1824 12 63 13 271 53 107 4	9 6 3 3133 5 244 17 1302 9 185 3 127 4
5 227 14 73 109 44 199 4	5 111 14 2031 4
5 72 127 1802 31 17 110 38 36 7 22 2101 4	5 315 32 19 329 739 43 216 4
5 75 143 515 18 1435 132 103 4	5 159 23 232 229 6 663 4
20 275 256 9 279 4	5 347 1831 65 7 26 204 4
25 428 67 591 35 59 4	34 42 102 875 4
12 1316 7 651 124 487 4	9 37 19 3521 16 6 1074 4
21 776 274 16 6 169 4	13 171 119 210 4
554 11 2135 33 6 187 4	11 172 46 2040 1102 4
8 15 13 3 95 4	8 3 16 4
5 231 16 8 4	5 148 8 4
5 76 8 66 15 25 166 8 44 101 137 4	5 138 8 105 11 64 152 207 23 4
14 432 60 155 170 725 485 9 394 4	14 2862 35 79 3 4
41 109 9 179 115 2268 26 12 73 22 1838 4	113 9 107 245 127 17 47 74 96 240 7 4
5 72 127 250 7 545 52 7 262 4	5 195 32 185 285 162 4
5 174 14 114 12 27 13 60 125 4	5 306 14 164 9 82 37 11 79
5 76 5 40 341 168 41 9 1387 4	631 59 5 388 41 969 7 4
154 3 1557 33 673 4	337 392 3 4
15 13 217 7 581 678 6 453 4	2257 141 76 3 38 1183 4
90 176 32 1297 4	31 8 6 965 3054 7 4
45 30 123 3520 3521 4	19 279 3 3382 4
54 30 59 1547 159 4	29 28 12 1998 6 91 4
6 220 3 12 203 27 62 2758 1098 4	9 83 6 3 98 12 26 3 4
5 635 1303 4	5 292 20 618 4
25 18 6 592 4	34 2083 73 6 3 4
17 73 38 960 7 15 25 188 4	1370 230 47 310 2487 7 4
30 54 59 6 294 10	29 28 12 181 6 15 10
57 128 95 31 7 15 152 4	48 70 16 121 827 41 23 21 4
308 8 26 5 40 194 4	42 8 17 5 130 92 55 4
25 3 27 315 3 4	115 265 3 2143 4
5 22 3 20 2733 4	5 6 808 577 7 4
5 27 127 65 35 100 4	5 195 28 483 458 4
27 14 842 10	14 1460 15 10
5 40 39 112 1546 4	5 37 174 1103 4
31 1247 11 32 136 102 10	8 6 735 12 130 982 6 10
22 8 272 24 142 10	62 118 150 25 38 15 10
14 63 13 48 52 344 17 11 4	14 18 27 57 19 3 4
5 78 13 649 6 983 4	5 88 645 25 878 4
132 58 5 138 7 34 317 26 12 27 414 4	1606 5 22 9 112 1380 17 9 28 11 385 4
359 16 9 297 26 29 66 90 9 1280 141 50 76 4	1417 17 16 66 2912 827 32 2039 4
32 1055 1583 11 341 176 4	8 3 6 3 247 451 7 4
8 30 39 9 2413 4	62 55 51 3093 4
6 248 86 16 603 6 452 4	25 193 68 508 1611 7 4
52 123 628 37 8 213 10	8 83 7 149 950 379 36
83 18 167 274 158 89 4	40 16 1994 210 4
6 154 1943 3 43 354 18 185 4	829 228 1159 43 3 13 6 303 6 3 4
12 2196 7 3 344 3 4	9 111 3 22 472 6 2348 4
5 109 51 7 48 31 938 383 4	5 217 32 27 1687 125 7 21 4
14 164 23 31 7 157 4	14 70 5 105 24 21 4
14 193 74 34 1157 50 914 6 840 4	14 2239 75 3 7 3 4
21 156 23 749 285 4	609 7 5 3279 4
24 11 338 4	95 116 4
5 42 167 624 4	84 911 419 4
12 18 39 101 4	9 18 231 4
5 78 13 231 25 8 88 6 3 2342 16 32 453 4	5 1769 148 8 12 132 1310 1088 157 674 6 91 4
29 51 2219 901 4	16 101 144 103 1085 4
31 30 8 232 304 10	8 254 11 23 21 10
5 90 20 600 2201 4	5 3322 3 6 325 4
45 11 3 461 7 90 628 4	976 379 3043 996 3 4
21 203 9 1958 28 43 313 4	13 83 7 26 981 65 13 6 91 4
80 37 8 75 7 393 10	8 21 56 45 356 6 10
12 174 84 5 1045 850 323 4	1674 5 410 30 3 4
24 11 1032 31 5 113 4	34 2083 5 71 6 98 4
21 11 109 9 313 4	13 233 51 91 4
57 1666 24 1043 41 200 4	48 31 25 1465 3 4
54 105 120 192 4	29 50 6 20 1696 4
5 76 5 206 20 1407 4	5 165 5 31 487 577 7 4
21 64 9 2606 522 19 621 4	13 19 123 3 6 243 4
30 8 1201 10	8 365 7 15 10
172 47 12 609 6 1814 10 173 172 5 98 218 39 4 173	223 418 500 373 15 36 223 223 1048 12 94 4 223
52 18 105 10	50 216 10
6 855 1946 3 16 3718 4	3 4
17 18 58 7 75 104 105 239 4	45 7 23 2292 6 56 7 4
5 37 13 76 24 27 32 841 4	5 18 138 95 8 6 1147 4
21 99 9 795 491 4	13 605 7 26 1030 6 345 4
14 11 775 26 11 13 12 10	14 20 1333 17 55 376 10
24 525 1731 373 4	34 876 80 3 4
12 11 9 585 3 4	9 12 407 1061 6 3 4
14 367 7 38 9 2140 2566 3 4	14 346 12 51 20 240 6 3265 4
21 298 9 149 36 43 154 4	13 80 166 13 6 228 4
14 11 315 3 4	14 3 3 38 4
5 22 3 2750 4	5 6 1466 3 7 4
16 3 7 100 26 12 694 1239 4	343 458 17 9 3 3 4
5 78 13 15 17 4	574 528 2054 4
87 11 14 18 1626 10	14 6 1171 11 139 10
5 299 5 150 9 65 220 3848 4	5 111 188 909 51 33 6 657 1162 4
8 77 53 1828 4	8 20 1609 4
29 88 1376 564 4	16 844 12 91 4
2287 14 4	48 1607 3 14 4
14 81 13 108 121 1295 4	14 2305 17 1571 3 4
31 55 6 3 38 10	974 43 12 3164 6 10
45 11 127 135 1803 60 4	79 3 140 252 11 125 4
20 431 27 891 33 6 187 4	5 6 1677 11 172 46 58 464 7 4
5 40 109 9 2588 385 1715 4	5 233 26 2633 6 2792 4
24 899 63 13 150 591 4	1785 147 3453 4
45 18 67 113 7 147 112 1453 4	42 452 260 213 803 4
17 11 82 7 277 53 183 4	227 638 226 7 4
34 1113 140 3 7 3 23 4	9 6 1498 3 5 1460 4
5 15 13 51 14 643 24 4	5 120 40 14 266 25 4
56 134 56 8 30 60 26 29 535 56 161 563 4	3 8 11 79 168 61 16 47 104 99 4
15 8 22 62 2480 100 482 68 116 642 10	62 3767 19 277 2895 6 458 380 15 10
47 8 128 23 52 7 75 7 3777 10	917 8 52 70 5 285 52 1017 3680 15 10
5 42 793 4	84 1315 4
8 22 7 75 24 105 264 68 1177 4	8 90 11 986 197 246 25 50 4
21 3286 6 105 33 49 4	13 294 9 22 50 7 4
20 421 156 23 9 431 4	5 357 1004 5 26 1384 993 4
5 42 198 308 712 4	37 580 5 52 269 4
42 5 75 8 135 7 312 10	5 52 275 220 6 3541 8 15 36
15 8 22 89 33 3060 10	8 1597 41 324 15 10
5 15 13 48 80 21 86 256 4	5 18 27 13 12 21 56 239 6 4
15 8 51 135 7 131 10	62 32 49 211 21 15 10
70 238 590 53 107 4	63 20 30 506 4
12 37 13 79 7 6 106 314 4	9 3 299 1306 4
29 836 6 189 35 151 4	16 274 1561 4
293 11 458 69 14 4	191 38 28 11 931 14 4
114 15 8 76 14 63 13 36 17 10	8 69 130 138 14 18 30 57 10
29 22 67 1934 4	16 3 4
54 489 186 6 3 1119 4	29 3513 7 3 4
66 14 38 838 10	109 66 41 301 15 10
129 22 143 1389 4	2525 3 1325 4
